City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Stod,CZ,49.6391,13.1647,24.01,100,90,5.75,snow
346,Olafsvik,IS,64.8945,-23.7142,34.34,83,51,15.35,broken clouds
347,Skjervoy,NO,70.0311,20.9714,28.72,91,100,16.04,light snow
348,Kupang,ID,-10.1667,123.5833,78.8,100,20,6.91,few clouds
349,Dubbo,AU,-32.25,148.6167,75.2,57,4,16.11,clear sky
350,Gorontalo,ID,0.5412,123.0595,80.65,79,100,3.02,overcast clouds
351,Saint-Pierre,RE,-21.3393,55.4781,80.6,61,90,8.05,overcast clouds
352,Inuvik,CA,68.3499,-133.7218,-22.0,76,100,10.36,overcast clouds
353,Port Keats,AU,-14.25,129.55,79.93,85,100,6.44,overcast clouds
354,Helong,CN,42.5397,128.9972,3.92,81,16,8.9,few clouds
355,Gold Coast,AU,-28.0,153.4333,80.01,65,90,19.57,overcast clouds
356,Neiafu,TO,-18.65,-173.9833,77.0,94,90,9.22,light rain
357,Klamath Falls,US,42.2249,-121.7817,53.6,16,1,17.27,clear sky
358,Te Anau,NZ,-45.4167,167.7167,66.81,57,100,5.32,light rain
359,Ifanadiana,MG,-21.3,47.6333,69.93,92,95,1.36,overcast clouds
360,Nouadhibou,MR,20.931,-17.0347,62.6,77,0,18.41,clear sky
361,Rocha,UY,-34.4833,-54.3333,62.17,93,53,5.06,broken clouds
362,Pringsewu,ID,-5.3582,104.9744,73.85,93,80,3.0,broken clouds
363,Katherine,AU,-14.4667,132.2667,80.6,83,75,6.91,broken clouds
364,Kieta,PG,-6.2167,155.6333,86.95,65,33,7.16,scattered clouds
365,Bulawayo,ZW,-20.15,28.5833,64.62,93,100,9.86,overcast clouds
366,Abu Samrah,SY,35.3029,37.1841,50.02,88,22,5.46,few clouds
367,Husavik,IS,66.0449,-17.3389,32.0,74,90,5.75,overcast clouds
368,Pacific Grove,US,36.6177,-121.9166,60.01,77,1,6.91,clear sky
369,Sadovoye,RU,47.7764,44.5089,17.44,76,91,7.96,overcast clouds
370,Kazerun,IR,29.6195,51.6541,48.33,78,0,2.39,clear sky
371,Guerrero Negro,MX,27.9769,-114.0611,68.85,38,0,14.34,clear sky
372,Tagusao,PH,9.1924,117.8141,80.55,81,100,10.25,overcast clouds
373,Padang,ID,-0.9492,100.3543,73.4,94,20,3.44,few clouds
374,Ostashkov,RU,57.1467,33.1075,3.47,95,96,5.35,overcast clouds
375,Benguela,AO,-12.5763,13.4055,75.83,75,100,1.99,overcast clouds
376,Aklavik,CA,68.2191,-135.0107,-22.0,76,100,10.36,overcast clouds
377,Alofi,NU,-19.0595,-169.9187,86.0,70,75,10.36,broken clouds
378,Cabedelo,BR,-6.9811,-34.8339,80.6,83,20,9.22,few clouds
379,Pevek,RU,69.7008,170.3133,-5.39,83,0,2.19,clear sky
380,Saint Anthony,US,45.0205,-93.218,-2.2,45,90,3.44,overcast clouds
381,Champerico,GT,14.3,-91.9167,89.6,51,20,6.91,few clouds
382,Caceres,ES,39.522,-6.3748,48.99,93,99,10.0,overcast clouds
383,Souillac,MU,-20.5167,57.5167,78.8,83,40,5.75,light rain
384,Hualmay,PE,-11.0964,-77.6139,72.32,75,99,11.3,overcast clouds
385,Hovd,MN,48.0056,91.6419,12.04,86,91,1.05,overcast clouds
386,Todos Santos,MX,23.45,-110.2167,70.0,64,100,1.01,overcast clouds
387,Malanje,AO,-9.5402,16.341,64.06,98,100,6.24,overcast clouds
388,Hamilton,US,39.1834,-84.5333,19.99,49,75,1.01,broken clouds
389,Lagoa,PT,39.05,-27.9833,57.81,77,80,17.29,broken clouds
390,Caravelas,BR,-17.7125,-39.2481,75.99,91,100,6.29,overcast clouds
391,Banswara,IN,23.55,74.45,58.24,35,0,3.87,clear sky
392,Mae Hong Son,TH,19.3003,97.9685,61.66,87,77,0.6,broken clouds
393,Verkhnevilyuysk,RU,63.4453,120.3167,-10.01,87,98,7.85,overcast clouds
394,Ixtapa,MX,20.7,-105.2,73.4,73,1,11.5,clear sky
395,Chumikan,RU,54.7183,135.315,-6.61,84,100,24.38,overcast clouds
396,Chiredzi,ZW,-21.05,31.6667,72.01,71,93,1.32,overcast clouds
397,Nizhniy Ingash,RU,56.2,96.53,25.48,95,60,7.56,broken clouds
398,Talakan,RU,50.3167,130.3667,-16.44,85,65,5.55,broken clouds
399,Makat,KZ,47.6469,53.3463,15.55,78,0,16.82,clear sky
400,Matagami,CA,49.7502,-77.6328,3.2,72,90,6.91,overcast clouds
401,Karakol,KG,42.4907,78.3936,30.27,87,100,2.35,overcast clouds
402,Labuhan,ID,-6.8844,112.2051,77.65,87,100,8.86,light rain
403,San Antonio,US,29.4241,-98.4936,73.4,33,1,14.97,clear sky
404,Taganak,PH,6.0833,118.3,77.0,100,20,3.44,few clouds
405,La Roda,ES,39.2167,-2.15,42.8,75,20,18.41,few clouds
406,Dzaoudzi,YT,-12.7887,45.2699,75.2,94,75,3.44,light rain
407,Zhigansk,RU,66.7697,123.3711,-31.83,78,2,3.71,clear sky
408,Guamuchil,MX,25.4667,-108.1,73.99,58,100,7.0,overcast clouds
409,Lae,PG,-6.7221,146.9847,80.6,78,40,5.75,scattered clouds
410,Kigoma,TZ,-4.8769,29.6267,74.1,77,99,2.33,moderate rain
411,Roma,US,43.2128,-75.4557,24.8,58,75,14.97,broken clouds
412,Lucelia,BR,-21.7203,-51.0189,75.2,57,0,4.61,clear sky
413,Isangel,VU,-19.55,169.2667,84.2,74,40,6.91,scattered clouds
414,Constitucion,CL,-35.3333,-72.4167,59.76,89,2,8.32,clear sky
415,Chengde,CN,40.9725,117.9361,17.73,83,0,3.91,clear sky
416,Tunduma,TZ,-9.3,32.7667,60.19,100,100,1.41,light rain
417,Saurimo,AO,-9.6608,20.3916,66.13,94,100,5.41,light rain
418,Mikhaylovka,RU,50.06,43.2379,7.0,78,0,5.99,clear sky
419,Zelenogradsk,RU,54.9589,20.4767,5.0,85,5,8.95,clear sky
420,Lazaro Cardenas,MX,17.9583,-102.2,78.62,67,0,5.73,clear sky
421,Salina Cruz,MX,16.1667,-95.2,84.02,59,0,10.96,clear sky
422,Sola,VU,-13.8833,167.55,87.8,70,20,5.75,few clouds
423,Karratha,AU,-20.7377,116.8463,80.2,62,5,9.04,clear sky
424,Richards Bay,ZA,-28.783,32.0377,73.94,94,59,6.76,broken clouds
425,Bandarbeyla,SO,9.4942,50.8122,74.84,81,29,17.52,scattered clouds
426,Tiznit,MA,29.5833,-9.5,51.08,85,91,3.67,overcast clouds
427,Karachi,PK,24.9056,67.0822,53.6,50,0,4.61,haze
428,Nanchang,CN,28.6833,115.8833,52.77,85,100,11.88,light rain
429,Morant Bay,JM,17.8815,-76.4093,82.4,61,20,21.85,few clouds
430,Laguna,US,38.421,-121.4238,64.99,42,1,2.95,clear sky
431,Xuddur,SO,4.1213,43.8894,68.63,79,45,17.29,scattered clouds
432,Halden,NO,59.1226,11.3871,18.0,73,20,9.22,few clouds
433,Kolokani,ML,13.5728,-8.0339,70.34,22,81,8.14,broken clouds
434,Sungaipenuh,ID,-2.0833,101.3833,64.96,82,84,3.13,broken clouds
435,Hobyo,SO,5.3505,48.5268,77.2,82,0,16.82,clear sky
436,Usogorsk,RU,63.4106,48.6872,-21.71,84,100,9.48,overcast clouds
437,Coquimbo,CL,-29.9533,-71.3436,64.4,68,0,11.5,clear sky
438,Sarakhs,IR,36.5449,61.1577,44.6,76,23,2.3,few clouds
439,Mocoa,CO,1.1493,-76.6466,75.24,69,59,1.36,broken clouds
440,Haines Junction,CA,60.7522,-137.5108,-13.0,48,18,1.14,few clouds
441,Beaverlodge,CA,55.2166,-119.4361,-25.6,68,40,3.44,scattered clouds
442,Mapiri,BO,-15.25,-68.1667,71.38,86,98,0.85,overcast clouds
443,Safaga,EG,26.7292,33.9365,57.2,72,0,7.27,clear sky
444,Pokhara,NP,28.2333,83.9833,51.76,36,0,3.0,clear sky
445,Sussex,US,41.1834,-74.6663,32.0,86,90,11.88,overcast clouds
446,Ginir,ET,7.1333,40.7,62.56,49,100,3.87,overcast clouds
447,Lata,PT,40.1629,-8.3327,55.0,94,98,10.0,overcast clouds
448,Banyo,CM,6.75,11.8167,65.98,27,96,3.98,overcast clouds
449,Wladyslawowo,PL,54.7909,18.4009,17.01,66,20,13.8,few clouds
450,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.42,95,100,7.38,overcast clouds
451,Dong Hoi,VN,17.4833,106.6,69.76,91,79,3.65,broken clouds
452,Pimenta Bueno,BR,-11.6725,-61.1936,74.98,95,90,4.03,overcast clouds
453,Haverfordwest,GB,51.8017,-4.9691,35.6,60,75,16.11,broken clouds
454,Vila Franca Do Campo,PT,37.7167,-25.4333,57.0,82,20,8.05,few clouds
455,Lac Du Bonnet,CA,50.2536,-96.0612,-25.96,85,95,6.55,overcast clouds
456,Novopokrovka,UA,49.8425,36.5477,10.4,67,0,2.24,clear sky
457,Amuntai,ID,-2.4177,115.2494,77.27,92,98,0.51,light rain
458,Port Macquarie,AU,-31.4333,152.9167,79.0,62,99,1.99,overcast clouds
459,Novoagansk,RU,61.9449,76.6625,7.39,95,100,8.81,overcast clouds
460,Keetmanshoop,NA,-26.5833,18.1333,76.01,36,0,9.91,clear sky
461,Tura,IN,25.5198,90.2201,56.43,47,0,3.02,clear sky
462,Christchurch,NZ,-43.5333,172.6333,80.01,34,16,4.61,few clouds
463,Ulety,RU,51.3572,112.4849,1.04,88,20,3.71,light snow
464,Tanggu,CN,39.0211,117.6469,21.2,79,0,2.24,clear sky
465,Beidao,CN,34.5686,105.8933,35.26,71,0,3.65,clear sky
466,Sirjan,IR,29.452,55.6814,45.63,62,7,8.01,clear sky
467,Wahiawa,US,21.5028,-158.0236,78.8,53,90,4.61,overcast clouds
468,Arman,RU,59.7,150.1667,11.23,84,100,18.86,overcast clouds
469,Izhma,RU,65.0083,53.9113,-22.79,85,100,10.31,overcast clouds
470,Koulikoro,ML,14.0,-7.75,68.59,24,83,7.87,broken clouds
471,Pangody,RU,65.85,74.4859,3.69,94,100,14.97,light snow
472,Coihaique,CL,-45.5752,-72.0662,77.0,29,0,9.22,clear sky
473,Boddam,GB,57.4667,-1.7833,34.0,60,20,10.36,snow
474,Kaduqli,SD,11.0167,29.7167,62.49,29,23,9.26,few clouds
475,Tokur,RU,53.1333,132.9,-18.35,89,100,2.01,overcast clouds
476,Camacha,PT,33.0833,-16.3333,60.8,88,75,17.27,broken clouds
477,Waipawa,NZ,-41.4122,175.5153,70.0,68,75,24.16,broken clouds
478,Chuy,UY,-33.6971,-53.4616,65.55,82,58,8.25,light rain
479,Sompeta,IN,18.9333,84.6,66.38,79,22,4.29,few clouds
480,Sergeyevka,KZ,53.88,67.4158,3.79,93,60,13.29,broken clouds
481,Kavaratti,IN,10.5669,72.642,80.82,69,40,9.17,scattered clouds
482,Seoul,KR,37.5683,126.9778,24.8,46,0,11.5,clear sky
483,Xai-Xai,MZ,-25.0519,33.6442,76.32,92,96,5.55,overcast clouds
484,Skelleftea,SE,64.7507,20.9528,19.4,86,90,5.75,overcast clouds
485,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.62,90,58,2.26,broken clouds
486,Kokopo,PG,-4.352,152.2633,84.76,69,62,5.99,light rain
487,Tyumentsevo,RU,53.3224,81.498,12.58,94,0,10.51,clear sky
488,Ushtobe,KZ,45.2514,77.9838,32.81,92,100,5.95,overcast clouds
489,Poum,NC,-20.2333,164.0167,80.53,70,36,5.84,scattered clouds
490,Lapi,PH,17.716,121.8978,75.36,77,3,1.99,clear sky
491,Derzhavinsk,KZ,51.1,66.3167,12.43,96,100,5.99,light snow
492,Isiro,CD,2.7739,27.616,63.55,39,100,1.25,overcast clouds
493,Mancio Lima,BR,-7.6142,-72.8958,76.26,95,94,2.06,overcast clouds
494,Codrington,AU,-38.2667,141.9667,59.81,65,100,13.67,overcast clouds
495,Swan River,CA,52.1058,-101.2676,-20.2,52,33,10.36,scattered clouds
496,Pinega,RU,64.7001,43.3936,-20.52,87,95,6.08,overcast clouds
497,Krasnoborsk,RU,61.5598,45.934,-20.7,85,99,9.15,overcast clouds
498,Vuktyl,RU,63.8567,57.3094,-21.84,86,100,9.33,light snow
499,Saint-Augustin,CA,51.226,-58.6502,20.95,92,9,15.12,clear sky
500,Tangjiazhuang,CN,39.7333,118.45,24.48,80,0,3.36,clear sky
501,San Carlos De Bariloche,AR,-41.1456,-71.3082,66.0,51,90,5.75,overcast clouds
502,Stokmarknes,NO,68.5646,14.9108,32.0,55,75,9.22,light snow
503,Grindavik,IS,63.8424,-22.4338,33.8,69,0,13.8,clear sky
504,La Rioja,ES,42.25,-2.5,41.0,93,0,5.75,clear sky
505,Faanui,PF,-16.4833,-151.75,81.54,76,2,12.28,clear sky
506,Berlevag,NO,70.8578,29.0864,24.01,92,100,25.59,light snow
507,General Roca,AR,-39.0333,-67.5833,69.8,46,75,6.91,broken clouds
508,Gladstone,AU,-23.85,151.25,86.0,70,75,6.91,broken clouds
509,Karpushikha,RU,57.5017,59.8956,-6.36,88,100,10.89,overcast clouds
510,Kandrian,PG,-6.2167,149.55,86.7,67,46,10.8,light rain
511,Koubia,GN,11.5833,-11.9,66.29,29,66,2.21,broken clouds
512,Bakel,SN,14.905,-12.4568,74.14,19,44,10.33,scattered clouds
513,Turkistan,KZ,43.0,68.0,47.41,76,100,7.18,overcast clouds
514,Aykhal,RU,66.0,111.5,-25.89,84,94,5.26,overcast clouds
515,Saint-Joseph,RE,-21.3667,55.6167,80.6,61,90,8.05,light rain
516,Talbahat,IN,25.05,78.4333,50.9,47,0,1.9,clear sky
517,Sale,MA,34.0389,-6.8166,51.01,93,10,6.91,clear sky
518,Silifke,TR,36.3778,33.9344,57.54,71,89,1.52,overcast clouds
519,Kitimat,CA,54.0524,-128.6534,28.99,61,93,4.85,overcast clouds
520,Tucurui,BR,-3.7661,-49.6725,78.44,79,74,2.71,broken clouds
521,Oga,IT,46.4631,10.347,39.99,86,75,9.22,mist
522,Jiaocheng,CN,24.6774,116.1389,61.36,65,14,1.83,few clouds
523,Bulgan,MN,48.8125,103.5347,10.22,82,0,4.27,clear sky
524,La Ronge,CA,55.1001,-105.2842,-27.4,56,63,6.91,broken clouds
525,Port Moresby,PG,-9.4431,147.1797,78.8,89,75,11.5,broken clouds
526,Maragogi,BR,-9.0122,-35.2225,78.35,81,93,9.55,overcast clouds
527,Xochistlahuaca,MX,16.7833,-98.25,82.44,54,43,5.88,scattered clouds
528,Mehamn,NO,71.0357,27.8492,23.31,92,100,21.03,light snow
529,Mogadishu,SO,2.0371,45.3438,77.32,81,17,23.02,few clouds
530,Makakilo City,US,21.3469,-158.0858,78.8,41,40,9.22,scattered clouds
531,Mehran,IR,33.1222,46.1646,37.4,93,0,4.61,clear sky
532,Luena,AO,-11.7833,19.9167,64.13,94,100,7.94,overcast clouds
533,Grand Gaube,MU,-20.0064,57.6608,75.99,87,43,1.99,scattered clouds
534,Alice Springs,AU,-23.7,133.8833,82.4,24,0,14.97,clear sky
535,Malaya Serdoba,RU,52.4661,44.9512,-7.33,91,96,12.57,overcast clouds
536,Ballina,AU,-28.8667,153.5667,80.6,61,40,18.41,scattered clouds
537,Gazojak,TM,41.1875,61.4036,46.85,76,100,8.14,overcast clouds
538,Raga,SS,8.4596,25.678,57.52,35,94,2.59,overcast clouds
539,Esperance,AU,-33.8667,121.9,69.8,68,40,17.27,scattered clouds
540,Taoudenni,ML,22.6783,-3.9836,59.56,33,0,7.54,clear sky
541,Teknaf,BD,20.8624,92.3058,62.73,57,0,10.92,clear sky
542,Ojinaga,MX,29.5667,-104.4167,75.2,9,1,3.02,clear sky
543,Sechura,PE,-5.5569,-80.8222,80.2,59,36,15.75,scattered clouds
544,Abbeville,FR,50.1,1.8333,28.0,85,92,6.24,overcast clouds
545,Tual,ID,-5.6667,132.75,83.82,78,100,17.4,overcast clouds
546,Jumla,NP,29.2747,82.1838,34.9,56,0,6.02,clear sky
547,Seddon,AU,-37.8068,144.8916,64.0,63,90,12.66,overcast clouds
548,Suba,PH,10.8438,121.0102,80.85,81,97,25.37,overcast clouds
549,Selma,US,36.5708,-119.6121,66.2,48,1,4.61,clear sky
550,Nicolas Bravo,MX,18.45,-88.9167,84.2,74,40,11.5,scattered clouds
551,Kampot,KH,10.6167,104.1833,75.2,94,20,2.3,few clouds
552,Tezu,IN,27.9167,96.1667,57.43,37,15,3.56,few clouds
553,Loandjili,CG,-4.7561,11.8578,82.4,94,20,8.05,moderate rain
554,Portland,US,45.5234,-122.6762,48.99,65,100,3.0,overcast clouds
555,Ciudad Guayana,VE,8.3533,-62.6528,81.0,75,99,1.99,overcast clouds
556,Alikovo,RU,55.7383,46.7549,-9.4,70,40,13.42,snow
557,Rawah,IQ,34.4816,41.9093,55.08,76,0,6.62,clear sky
558,Batagay,RU,67.6333,134.6333,-32.87,83,35,2.13,scattered clouds
559,Hay River,CA,60.8156,-115.7999,-29.2,62,41,6.91,scattered clouds
560,Adre,TD,13.4667,22.2,59.38,29,5,11.61,clear sky
561,Marsh Harbour,BS,26.5412,-77.0636,75.61,87,13,11.25,few clouds
562,Den Helder,NL,52.9599,4.7593,25.0,80,75,34.52,light snow
563,Adiake,CI,5.2863,-3.304,82.4,94,63,9.22,broken clouds
564,Paita,PE,-5.0892,-81.1144,75.92,75,29,15.7,scattered clouds
565,Awjilah,LY,29.1081,21.2869,68.11,24,100,18.37,overcast clouds
566,Maridi,SS,4.9158,29.4742,66.6,27,95,3.4,overcast clouds
567,Asheboro,US,35.7079,-79.8136,44.6,53,1,6.62,clear sky
568,North Auburn,US,38.9313,-121.0819,64.0,42,1,4.61,clear sky
569,Pustoshka,RU,56.3355,29.369,3.13,95,96,3.33,overcast clouds
570,Nizhniy Odes,RU,63.6445,54.856,-24.21,85,100,10.31,light snow
571,Hitoyoshi,JP,32.2167,130.75,46.4,81,29,9.22,fog
572,Lingao,CN,19.9103,109.6859,67.89,91,98,8.86,overcast clouds
573,Menemen,TR,38.6075,27.0694,60.8,63,0,14.97,clear sky
574,Blantyre,MW,-15.785,35.0085,69.12,87,100,3.42,overcast clouds
575,Jablanica,BA,43.6603,17.7617,55.4,100,90,8.05,overcast clouds
576,Manono,CD,-7.3,27.4167,70.41,93,98,0.98,overcast clouds
577,Sharkan,RU,57.2989,53.8712,-8.0,76,100,5.01,light snow
578,Zhezkazgan,KZ,47.8043,67.7144,33.64,98,100,26.75,snow
579,Ruteng,ID,-8.6136,120.4721,67.89,96,100,1.7,overcast clouds
580,Gweta,BW,-20.1833,25.2333,74.41,73,90,12.59,light rain
581,Yago,MX,21.8333,-105.0667,78.8,29,1,8.05,clear sky
582,Krasnoselkup,RU,65.7,82.4667,19.31,97,99,9.66,light snow
583,Ruston,US,32.5232,-92.6379,44.6,70,90,4.61,overcast clouds
584,Bonthe,SL,7.5264,-12.505,78.85,84,21,5.19,few clouds
585,Korla,CN,41.7597,86.1469,31.28,79,38,3.4,scattered clouds
586,Foster,US,41.8537,-71.7581,30.0,95,100,1.01,light snow
587,Moron,AR,-34.6534,-58.6198,84.2,37,20,4.61,few clouds
588,Hailar,CN,49.2,119.7,-16.53,86,0,5.73,light snow
589,Paso De Los Toros,UY,-32.8167,-56.5167,76.3,42,0,3.18,clear sky
590,Det Udom,TH,14.906,105.0784,75.99,88,51,4.61,broken clouds
591,Dalaba,GN,10.7,-12.25,62.62,32,81,1.7,broken clouds
592,Alekseyevsk,RU,57.8406,108.3492,24.55,96,100,11.74,light snow
593,Florianopolis,BR,-27.6146,-48.5012,75.2,73,40,16.11,scattered clouds
594,Zhanaozen,KZ,43.3,52.8,29.07,83,31,10.09,scattered clouds
595,Vestmannaeyjar,IS,63.4427,-20.2734,38.41,77,66,25.1,broken clouds
596,Rafai,CF,4.95,23.9167,64.2,27,67,4.12,broken clouds
597,Najran,SA,17.4924,44.1277,60.8,48,20,3.24,few clouds
598,Moroto,UG,2.5345,34.6666,69.91,56,69,5.55,broken clouds
599,Necochea,AR,-38.5473,-58.7368,59.0,73,96,5.01,overcast clouds
600,Prince Rupert,CA,54.3161,-130.3201,33.8,51,1,20.71,clear sky
601,Sangar,RU,63.9242,127.4739,-33.41,78,0,0.96,clear sky
602,Labytnangi,RU,66.6572,66.4183,-14.04,88,100,27.6,light snow
603,Akashi,JP,34.6333,134.9833,46.0,70,40,9.22,scattered clouds
604,Quebec,CA,46.8123,-71.2145,23.0,97,100,5.75,light snow
605,Omemee,CA,44.299,-78.5599,14.0,57,1,9.22,clear sky
606,Farah,AF,32.5,62.5,51.49,36,83,2.24,broken clouds
607,Belomorsk,RU,64.5232,34.7668,2.88,92,72,7.72,broken clouds
608,Nemuro,JP,43.3236,145.575,6.8,85,20,2.3,few clouds
609,Hvolsvollur,IS,63.7533,-20.2243,32.0,73,95,10.0,overcast clouds
610,San Jose,US,37.3394,-121.895,68.0,37,75,8.05,broken clouds
611,Villa Constitucion,AR,-33.2278,-60.3297,86.0,44,0,3.44,clear sky
612,Luganville,VU,-15.5333,167.1667,87.03,51,0,4.56,clear sky
613,Parry Sound,CA,45.3501,-80.033,17.01,79,81,4.45,light snow
614,Khandagayty,RU,50.7333,92.05,-1.08,88,99,2.64,overcast clouds
615,Filomeno Mata,MX,20.2,-97.7,75.2,69,75,11.5,broken clouds
616,Ponnani,IN,10.767,75.9252,71.6,94,20,3.44,mist
617,Angoram,PG,-4.0625,144.0661,77.0,93,97,2.13,overcast clouds
618,Nyaunglebin,MM,17.95,96.7333,65.57,87,96,1.34,overcast clouds
619,Deputatskiy,RU,69.3,139.9,-27.06,85,52,1.43,broken clouds
620,Tongchuan,CN,35.0806,109.0897,35.1,74,9,3.18,clear sky
621,Calvinia,ZA,-31.4707,19.776,58.57,62,0,3.2,clear sky
622,San Andres,CO,12.5847,-81.7006,82.4,74,40,9.22,scattered clouds
623,Ust-Koksa,RU,50.2696,85.6108,21.47,92,93,3.27,overcast clouds
624,Mount Vernon,US,40.9126,-73.8371,33.01,93,75,4.61,mist
625,Barcelos,PT,41.5388,-8.6151,53.6,94,40,8.05,scattered clouds
626,Maldonado,UY,-34.6667,-54.9167,72.0,78,75,9.22,broken clouds
627,Muhororo,UG,0.9381,30.7594,65.84,36,57,1.23,broken clouds
628,Belaya Gora,RU,68.5333,146.4167,-26.77,84,76,3.31,broken clouds
629,Alakurtti,RU,66.9672,30.3491,10.06,94,39,6.73,scattered clouds
630,Salta,AR,-24.7859,-65.4117,77.0,50,75,5.75,broken clouds
631,Maryborough,AU,-25.5333,152.7,82.99,76,42,7.0,scattered clouds
632,Raahe,FI,64.6833,24.4833,-0.4,85,0,4.61,clear sky
633,Marquette,US,46.5333,-87.6335,1.0,62,83,10.83,broken clouds
634,Mokhsogollokh,RU,61.4681,128.9203,-34.06,83,26,1.45,scattered clouds
635,Smolenskoye,RU,52.3044,85.0781,19.54,96,97,2.15,overcast clouds
636,Kimberley,ZA,-28.7323,24.7623,73.4,60,0,9.22,clear sky
637,Antalaha,MG,-14.9003,50.2788,75.85,87,100,3.58,overcast clouds
638,Myitkyina,MM,25.3833,97.4,54.48,60,35,2.13,scattered clouds
639,Avera,US,33.194,-82.5271,46.99,87,1,4.27,clear sky
640,Gargzdai,LT,55.7128,21.4033,1.4,85,75,2.3,broken clouds
641,Biu,NG,10.6129,12.1946,65.16,27,84,7.27,broken clouds
642,Eyl,SO,7.9803,49.8164,73.51,81,1,16.73,clear sky
643,Saravan,AM,39.7196,45.6483,30.2,93,20,6.91,few clouds
644,Broken Hill,AU,-31.95,141.4333,68.0,42,0,13.8,clear sky
645,Linhares,BR,-19.3911,-40.0722,72.95,96,100,2.57,overcast clouds
646,Kamariotissa,GR,40.4833,25.4667,60.8,82,40,17.27,light rain
647,Tigre,AR,-34.426,-58.5796,81.0,57,0,3.44,clear sky
648,Atbasar,KZ,51.8,68.3333,12.85,96,100,2.04,light snow
649,San Policarpo,PH,12.1791,125.5072,79.65,86,100,20.85,moderate rain
650,Saint-Denis,FR,48.9167,2.3333,33.01,80,90,5.75,overcast clouds
651,Itoman,JP,26.1247,127.6694,64.4,63,20,9.22,few clouds
652,San Pedro,PH,14.35,121.0167,81.0,83,40,13.11,scattered clouds
653,Constantine,DZ,36.365,6.6147,48.2,71,75,14.97,broken clouds
654,Bonfim,BR,3.0833,-59.95,82.11,66,46,9.37,scattered clouds
655,Swanzey,US,42.8698,-72.2818,24.8,93,90,5.75,light snow
656,Bilopillya,UA,51.1502,34.3129,3.87,93,98,0.76,overcast clouds
657,Wagar,SD,16.1525,36.2032,60.48,79,0,13.49,clear sky
658,Howard Springs,AU,-12.497,131.047,82.0,83,75,10.36,broken clouds
659,Caraballeda,VE,10.6112,-66.8522,84.2,74,40,11.95,scattered clouds
660,Ujhani,IN,28.0167,79.0167,51.78,64,0,5.7,clear sky
661,Valparaiso,CL,-33.0393,-71.6273,64.4,63,0,6.91,clear sky
662,Pontianak,ID,-0.0333,109.3333,73.4,94,20,2.3,mist
663,Nyandoma,RU,61.669,40.1991,-21.84,87,56,6.44,broken clouds
664,Katobu,ID,-4.9408,122.5276,80.83,82,95,2.93,overcast clouds
665,Galle,LK,6.0367,80.217,75.4,89,17,4.92,few clouds
666,Shache,CN,38.4167,77.2406,28.18,85,44,1.63,scattered clouds
667,Taiyuan,CN,37.8694,112.5603,19.4,68,0,2.24,clear sky
668,Muli,MV,2.9167,73.5667,81.36,73,0,16.2,clear sky
669,Riachao Das Neves,BR,-11.7461,-44.91,69.1,85,100,3.13,overcast clouds
670,Saint-Francois,FR,46.4154,3.9054,37.99,87,90,5.75,overcast clouds
671,Jimo,CN,36.3897,120.4622,28.99,79,0,2.24,clear sky
672,Chute-Aux-Outardes,CA,49.1168,-68.399,8.6,85,1,3.44,light snow
673,Salalah,OM,17.0151,54.0924,71.6,68,75,5.75,broken clouds
674,Kindu,CD,-2.95,25.95,70.77,84,97,0.58,overcast clouds
675,Kenai,US,60.5544,-151.2583,19.4,85,1,6.91,clear sky
676,Mayskiy,RU,47.6931,40.1025,15.8,73,0,6.71,light snow
677,Porto Novo,BJ,6.4965,2.6036,84.2,89,40,13.8,scattered clouds
678,Remedios,CU,22.4947,-79.5458,73.4,94,75,10.36,broken clouds
679,Port Hawkesbury,CA,45.6169,-61.3485,28.0,59,90,4.61,snow
680,Prieska,ZA,-29.6641,22.7474,78.03,32,17,8.05,few clouds
681,Changji,CN,44.0167,87.3167,8.6,92,100,2.24,mist
682,Altamont,US,42.2068,-121.7372,53.6,16,1,17.27,clear sky
683,Dukat,RU,62.55,155.55,5.65,86,100,17.72,overcast clouds
684,Soyo,AO,-6.1349,12.3689,80.26,85,100,8.32,light rain
685,Shangzhi,CN,45.2167,127.9667,-14.87,88,29,6.17,scattered clouds
686,Beloha,MG,-25.1667,45.05,74.43,96,15,4.47,few clouds
687,Katangli,RU,51.7102,143.2326,5.34,94,100,20.02,light snow
688,Ubeda,ES,38.0133,-3.3705,50.0,77,94,5.59,overcast clouds
689,Cozumel,MX,20.5083,-86.9458,82.4,78,40,6.91,scattered clouds
690,Port Hedland,AU,-20.3167,118.5667,78.8,78,31,9.22,scattered clouds
691,Fayaoue,NC,-20.65,166.5333,80.47,71,96,5.57,overcast clouds
692,Kununurra,AU,-15.7667,128.7333,84.2,89,75,8.05,broken clouds
693,Lazarev,RU,52.225,141.5131,4.32,90,100,18.95,overcast clouds
694,Sorland,NO,67.667,12.6934,35.82,80,61,10.07,broken clouds
695,Shelburne,CA,44.0787,-80.2041,9.0,88,94,10.27,overcast clouds
696,Ilulissat,GL,69.2167,-51.1,19.4,49,0,24.16,clear sky
697,Napanee,CA,44.2501,-76.9494,21.2,58,75,10.36,snow
